Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Cuba,CUB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5610,5930,6280,6640,6840,7230,..,..,..,..
Cuba,CUB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5730.35477459488,5885.25462455411,6051.68574614449,6203.84326293832,6255.42616104799,6522.73679904185,6550.27437297674,6664.65830221734,..,..
Cuba,CUB,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.721,7.862,8.015,8.175,8.338,8.502,8.665,8.827,..,..
Cuba,CUB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.16,11.179,11.168,11.108,10.992,10.822,10.611,10.386,..,..
Cuba,CUB,Age dependency ratio (% of working-age population),SP.POP.DPND,43.434221341507,43.5425297951792,43.67286682422,43.8364922351481,44.0573140769423,44.3447133124725,44.8475901094135,45.3158525990875,45.7671852236209,..
Curacao,CUW,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,19940,19850,19640,19070,19070,..,..
Curacao,CUW,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.4,8.5,8.2,8.1,8.8,8.8,9.3,8.9,..,..
Curacao,CUW,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.6,13.1,13.4,12.7,12.6,11.9,11.2,9.7,..,..
Curacao,CUW,Age dependency ratio (% of working-age population),SP.POP.DPND,50.9506552567734,51.0182626456806,51.5862495141083,52.4429160390074,53.3058663887196,54.0637007275068,54.6682166037005,55.0245347115357,55.2047226510539,..
Cyprus,CYP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,31300,31480,28940,27220,26670,26380,24660,24140,26300,..
Cyprus,CYP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,30818.4799259532,30163.3139398774,28852.2015079526,27242.2283628513,27182.5024316368,27874.1583101339,29081.816096969,30100.1555860186,30926.4517164312,..
Cyprus,CYP,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.756,6.753,6.758,6.772,6.799,6.838,6.89,6.952,..,..
Cyprus,CYP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.517,11.441,11.353,11.255,11.143,11.011,10.852,10.668,..,..
Cyprus,CYP,Age dependency ratio (% of working-age population),SP.POP.DPND,41.3510145122706,41.4085629625532,41.5149338958792,41.7129703619184,41.9914801538353,42.305302136078,42.8501497245386,43.3732011186153,43.8991986273938,..
Czech Republic,CZE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,19280,19420,19350,19270,18800,18260,17590,17960,20260,..
Czech Republic,CZE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,19808.0710912518,20118.5878140405,19929.7640673633,19826.7919430607,20343.6837534468,21381.703080832,21863.6416553161,22754.7526035585,23358.8729539646,..
Czech Republic,CZE,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.2,10.2,10.3,10.4,10,10.5,10.2,10.5,..,..
Czech Republic,CZE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.2,10.4,10.3,10.2,10.4,10.5,10.7,10.8,..,..
Czech Republic,CZE,Age dependency ratio (% of working-age population),SP.POP.DPND,42.2105502683892,43.4416188213068,44.8140731682181,46.3159571973579,47.8949585570537,49.4973099565417,50.8927324433142,52.39739062264,53.8638588674884,..
Denmark,DNK,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,61220,61990,61650,63200,63670,60510,57710,56140,60190,..
Denmark,DNK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,58041.3984363385,58575.6078084839,58487.7935516956,58788.0841620279,59437.9473191651,60402.1292464226,61370.7756169795,62356.7431082499,62931.2430779484,..
Denmark,DNK,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.8,9.4,9.4,9.3,9.1,9.2,9.2,8.2,..,..
Denmark,DNK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.4,10.6,10.4,10,10.1,10.2,10.8,10.6,..,..
Denmark,DNK,Age dependency ratio (% of working-age population),SP.POP.DPND,52.9459492095595,53.4748426286742,53.9837957652867,54.586553810253,55.2868478735224,55.9833595296141,56.2981523942527,56.6199956477692,56.9149595549447,..
Djibouti,DJI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,1870,1990,2040,2180,..
Djibouti,DJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1343.26872994437,..,..,..,..,..,..,..,..,..
Djibouti,DJI,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,134.75189657622,137.662901846909,147.368531089117,157.921115900436,171.68208786401,157.609868785925,..
Djibouti,DJI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.156,8.966,8.735,8.462,8.157,7.842,7.545,7.293,..,..
Djibouti,DJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.255,24.787,24.331,23.871,23.402,22.921,22.432,21.944,..,..
Djibouti,DJI,Age dependency ratio (% of working-age population),SP.POP.DPND,57.2026763061587,56.2169353318682,55.472100890601,54.8870558776184,54.2772780333722,53.5462053301437,53.1881216849651,52.5285800143465,51.7489777057565,..
Dominica,DMA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,6720,6920,6720,6810,7060,6910,7360,6810,7210,..
Dominica,DMA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6967.24531354346,6947.93586307906,6869.62567862633,6822.97606623685,7115.5158760137,6924.48811325311,7086.78212998457,6397.83468953572,6416.92196949845,..
Dominica,DMA,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,56.0725552605985,57.2219156882591,65.2113298040541,63.54856411284,60.8082170052091,60.5297831721281,53.0339202998703,60.9292760097948,55.2828299512162,..
Dominica,DMA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.29594514517904,..,..,..,8.2,..,..,..,..,..
Dominica,DMA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.1634639803606,..,..,..,12,..,..,..,..,..
Dominica,DMA,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5340,5540,5790,6020,6310,6480,6640,6770,7370,..
Dominican Republic,DOM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5568.04667607763,5673.41353482329,5758.51265445784,5968.74369922888,6350.60248565866,6720.24393838456,7084.62685263117,7325.80848196729,7750.93365554161,..
Dominican Republic,DOM,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,25.9323072479898,27.154645393017,37.9299447179393,40.1191520016084,41.8185484364925,40.5786870826181,40.9487664353365,43.2059063873759,43.7747403264261,..
Dominican Republic,DOM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.03,6.039,6.048,6.058,6.068,6.081,6.097,6.12,..,..
Dominican Republic,DOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.398,21.178,20.969,20.761,20.547,20.32,20.07,19.799,..,..
Dominican Republic,DOM,Age dependency ratio (% of working-age population),SP.POP.DPND,57.3864372408513,56.6579897057805,56.0278976770947,55.4918433603313,55.0364294877299,54.6507059523573,54.3752310563488,54.1559032846247,53.9881764082554,..
Ecuador,ECU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4390,4870,5390,5810,6110,5970,5810,5860,6120,..
Ecuador,ECU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4633.59035839904,4921.84840912018,5122.18009020886,5295.68269596129,5412.13164601881,5330.53915447542,5176.05880316013,5205.76302016859,5185.09146085163,..
Ecuador,ECU,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,22.4442153975294,20.7243709643365,18.7570810922406,20.3521042852104,24.950220151919,29.0991277510232,36.0607876555945,40.3226092665486,42.629537303626,..
Ecuador,ECU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.072,5.082,5.089,5.094,5.096,5.096,5.098,5.101,..,..
Ecuador,ECU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.471,21.253,21.049,20.848,20.645,20.432,20.205,19.968,..,..
Ecuador,ECU,Age dependency ratio (% of working-age population),SP.POP.DPND,58.813263359132,58.055588216204,57.2862257043478,56.5498596306304,55.9168412913275,55.4273580765994,54.9684370652673,54.5899471264939,54.2873772642197,..
"Egypt, Arab Rep.",EGY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2370,2560,2840,3030,3230,3360,3460,3040,2800,..
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2644.81703909751,2635.19156361373,2634.85005241012,2632.05823308547,2648.29416934637,2703.7420921544,2761.38619831262,2817.32022568546,2907.31758475086,..
"Egypt, Arab Rep.",EGY,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,17.1432750475028,15.2972546565757,14.6685424410822,16.5384747672286,13.9951010864391,15.2439344326198,21.0600695036562,36.5807993152664,40.3509708465965,..
"Egypt, Arab Rep.",EGY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.218,6.178,6.132,6.081,6.027,5.971,5.915,5.863,..,..
"Egypt, Arab Rep.",EGY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.266,27.871,28.308,28.518,28.475,28.182,27.677,27.05,..,..
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),SP.POP.DPND,59.6147021075962,59.7643314394045,60.3249782105042,61.1096886171956,61.8442022773003,62.3790235830238,63.3774856008424,63.8363130332394,64.0110549611599,..
El Salvador,SLV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2890,3060,3210,3350,3400,3440,3510,3600,3820,..
El Salvador,SLV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2983.22977097694,3083.73657979219,3156.62432522619,3212.69854910195,3252.5930546868,3314.6992214788,3381.23205151468,3441.95167510727,3511.36437700959,..
El Salvador,SLV,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,64.1870275761026,64.7282677643228,66.0385892328712,67.2925054878966,70.3684927741542,69.6847483748464,72.2642777272016,72.9808467936968,71.1250256512361,..
El Salvador,SLV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.848,6.87,6.891,6.913,6.935,6.959,6.984,7.011,..,..
El Salvador,SLV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.654,19.418,19.213,19.036,18.881,18.734,18.587,18.429,..,..
El Salvador,SLV,Age dependency ratio (% of working-age population),SP.POP.DPND,63.1693866511867,61.7773142264274,60.2536910441281,58.7560213743112,57.4962040308701,56.5634440807183,55.710039935934,55.1598531304506,54.8447029713715,..
Equatorial Guinea,GNQ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,9970,11530,13860,14020,13220,10840,8260,7080,7050,..
Equatorial Guinea,GNQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,17272.0097706819,17593.1435205546,18236.3058918906,16748.0899969708,16130.336367463,14080.0765773426,12346.2595573481,11331.1527952619,10602.2861568599,..
Equatorial Guinea,GNQ,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.273,11.014,10.753,10.496,10.245,10.002,9.768,9.542,..,..
Equatorial Guinea,GNQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.604,37.049,36.476,35.899,35.326,34.768,34.234,33.725,..,..
Equatorial Guinea,GNQ,Age dependency ratio (% of working-age population),SP.POP.DPND,70.6168241196944,69.9785557421522,69.1200661266542,68.2855065779702,67.5473929050231,66.8427086768865,66.5461497872224,66.0269852838638,65.493062807698,..
Eritrea,ERI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,570,720,..,..,..,..,..,..,..,..
Eritrea,ERI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,667.744177753249,715.87254227157,..,..,..,..,..,..,..,..
Eritrea,ERI,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,49.6587443582105,40.8343500369417,..,..,..,..,..,..,..,..
Eritrea,ERI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.764,8.536,8.311,8.093,7.884,7.686,7.5,7.326,..,..
Eritrea,ERI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.25,35.476,34.616,33.753,32.936,32.191,31.521,30.898,..,..
Eritrea,ERI,Age dependency ratio (% of working-age population),SP.POP.DPND,76.9391714132319,79.4192994100995,..,..,..,..,..,..,..,..
Estonia,EST,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,14540,15870,16900,18280,18910,18570,18300,18670,20940,..
Estonia,EST,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,14638.6048173457,15798.6327787681,16538.2125958308,16918.5871147773,17453.0029161383,17773.0055158794,18387.7690698739,19257.476165889,19948.9228330488,..
Estonia,EST,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.9,11.5,11.7,11.6,11.8,11.6,11.7,11.8,..,..
Estonia,EST,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.9,11.1,10.6,10.3,10.3,10.6,10.7,10.5,..,..
Estonia,EST,Age dependency ratio (% of working-age population),SP.POP.DPND,48.4939530609423,49.42764611656,50.4063496756366,51.4449339409525,52.5543989137625,53.7337592138741,54.294371695363,55.1231614681643,56.2094881058675,..
Eswatini,SWZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3460,4080,4550,4690,4340,3920,3640,3580,3850,..
Eswatini,SWZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4168.50506162166,4233.57509298305,4403.5068682471,4653.69939382694,4708.11888116367,4687.90523831464,4795.79389128439,4838.84410424584,4820.02414110803,..
Eswatini,SWZ,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,16.6045432544502,12.6699551325217,9.67627959328375,9.38302985834142,9.04090356017132,9.05173363664611,12.7954364162871,14.984074939471,10.866545128511,..
Eswatini,SWZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.233,15.266,14.226,13.171,12.153,11.235,10.462,9.843,..,..
Eswatini,SWZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.39,29.747,29.111,28.53,28.021,27.579,27.176,26.773,..,..
Eswatini,SWZ,Age dependency ratio (% of working-age population),SP.POP.DPND,78.1122563335709,77.7919299467635,77.2209514833163,76.556141636221,75.9954804584474,75.5926413074769,74.3195727387813,73.4675212910668,72.7923631314568,..
Ethiopia,ETH,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,380,390,410,470,550,600,660,740,790,..
Ethiopia,ETH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,341.554114905179,369.202407829027,389.938966721631,419.183860251535,449.420377149128,482.639066335501,514.057306751986,548.117495566997,570.305676779185,..
Ethiopia,ETH,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,24.4293686744662,26.9936178594008,24.213922816853,26.4700748847239,30.553920831091,32.7417026439427,32.1437210368866,32.8157338244864,33.4427442807902,..
Ethiopia,ETH,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.441,8.06,7.734,7.455,7.218,7.017,6.844,6.691,..,..
Ethiopia,ETH,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.861,35.369,34.916,34.483,34.059,33.635,33.207,32.775,..,..
Ethiopia,ETH,Age dependency ratio (% of working-age population),SP.POP.DPND,93.1743265219224,91.3566321579093,89.4983426987836,87.6224325384051,85.7530818970443,83.9197236322995,82.4609780050017,80.9582304275348,79.4820265011684,..
Faroe Islands,FRO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,48530.2338492813,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.2,8,8.5,7.6,8.1,7.7,7.7,8.9,..,..
Faroe Islands,FRO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.2,12,12.9,13,13.2,12.4,13.6,13.1,..,..
Faroe Islands,FRO,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3650,3780,4140,4710,5020,5200,5360,5430,5860,..
Fiji,FJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3652.52743714193,3735.55831321832,3781.18451281074,3957.72817358072,4175.42402889772,4359.22014939828,4455.18755935348,4658.93258137235,4858.52409170782,..
Fiji,FJI,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,17.566908270143,22.2729410426466,18.6262169495719,18.5489892785644,18.0005849021197,17.6839853793179,18.007866824823,17.7284912670286,16.6895240143587,..
Fiji,FJI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.007,8.086,8.137,8.165,8.174,8.172,8.17,8.18,..,..
Fiji,FJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.292,22.259,22.23,22.185,22.108,21.983,21.799,21.56,..,..
Fiji,FJI,Age dependency ratio (% of working-age population),SP.POP.DPND,51.1010746263411,51.3991439788327,51.7574390299526,52.2440666518927,52.8321788718557,53.4224001045628,53.5697436980707,53.7123036901436,53.7569809797127,..
Finland,FIN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,49330,49910,48670,49220,48990,46800,45590,44490,47750,..
Finland,FIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,46202.4151628454,47171.0220648002,46277.5562828706,45715.6468163534,45239.3688031623,45316.3542706583,46438.8227423128,47739.943826416,48444.7418616122,..
Finland,FIN,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.5,9.4,9.6,9.5,9.6,9.6,9.8,9.8,..,..
Finland,FIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.4,11.1,11,10.7,10.5,10.1,9.6,9.1,..,..
Finland,FIN,Age dependency ratio (% of working-age population),SP.POP.DPND,50.9483114065022,52.0227198730612,53.3793360570073,54.9243789106929,56.4570350782054,57.8258663019847,59.0452543455019,60.0766175741488,60.9423940532937,..
French Polynesia,PYF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.011,5.098,5.185,5.267,5.345,5.418,5.49,5.566,..,..
French Polynesia,PYF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.801,16.53,16.263,15.998,15.736,15.473,15.209,14.946,..,..
French Polynesia,PYF,Age dependency ratio (% of working-age population),SP.POP.DPND,46.7012789666962,46.2478966805795,45.6065994381384,44.9557617030404,44.5962342873564,44.6516431427588,44.261080638043,44.501316250857,45.037685489389,..
Gabon,GAB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,7830,8100,9080,9330,9320,7970,7080,6500,6800,..
Gabon,GAB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8840.73066379785,9127.70996825147,9249.85820953921,9409.04068232735,9467.36378585918,9512.00905238808,9419.85671206659,9203.99356108556,9077.01155449463,..
Gabon,GAB,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,22.5325917147055,19.7098332232896,20.4447727059698,29.0039995328864,26.3554484999642,38.3753773285406,40.8911040211281,46.2944307543505,42.9696360701758,..
Gabon,GAB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.323,8.893,8.481,8.096,7.749,7.449,7.201,6.998,..,..
Gabon,GAB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.206,33.265,33.281,33.242,33.132,32.927,32.604,32.161,..,..
Gabon,GAB,Age dependency ratio (% of working-age population),SP.POP.DPND,71.0130491504311,69.8183104810175,68.7330091142029,67.8333259441526,67.1241480997812,66.5541589240987,67.20863010995,67.8042576361545,68.3212000006354,..
"Gambia, The",GMB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,550,480,480,540,560,640,620,650,700,..
"Gambia, The",GMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,530.787693425107,492.885645007982,504.949713709538,513.314364137075,493.331402797323,506.802617887505,493.875430300232,501.281015066687,518.849006535882,..
"Gambia, The",GMB,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,59.4445710290469,58.9054679143571,62.0344325814773,41.6134037427787,42.924430882975,39.1498644788296,36.4699337524606,44.7346081004319,42.70920581876,..
"Gambia, The",GMB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.014,8.863,8.723,8.59,8.46,8.329,8.191,8.044,..,..
"Gambia, The",GMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,40.881,40.716,40.522,40.295,40.029,39.719,39.363,38.967,..,..
"Gambia, The",GMB,Age dependency ratio (% of working-age population),SP.POP.DPND,91.5838394846071,91.2546257585416,90.8325761848331,90.3490278072617,89.816873657172,89.2411971080262,89.0089063257163,88.6531700192412,88.1776879113624,..
Georgia,GEO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3110,3400,3970,4300,4500,4110,3830,3760,4130,..
Georgia,GEO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3073.52475273438,3322.02417786433,3559.11814503624,3690.74874650261,3859.58204524666,3964.51004585112,4074.92570847849,4271.2822892525,4469.18297653782,..
Georgia,GEO,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,77.9354010978751,77.2011847210792,77.2268892474986,82.7466069435229,83.4928235177516,105.619060487801,115.77147224754,111.642359623721,110.633636670343,..
Georgia,GEO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.088,13.146,13.168,13.158,13.121,13.062,12.992,12.918,..,..
Georgia,GEO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.861,14.036,14.142,14.186,14.165,14.078,13.925,13.718,..,..
Georgia,GEO,Age dependency ratio (% of working-age population),SP.POP.DPND,47.4836185354363,47.6806713570874,48.0144788376601,48.501668895589,49.1533811020161,49.9593831389709,50.9402827995528,51.9817948182743,53.0472867428444,..
Ghana,GHA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1230,1380,1540,1870,1920,1960,1830,1900,2130,..
Ghana,GHA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1298.43695159215,1445.36088882672,1542.6851834027,1617.46675421715,1626.62278287807,1624.76962408724,1643.4487447777,1738.25193096663,1807.06353976317,..
Ghana,GHA,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,26.421675441515,27.1460558589756,30.1122261953425,26.0107725453459,34.3964942268932,41.4286627482856,39.2247236126537,38.9230563075208,36.2765652289445,..
Ghana,GHA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.359,8.211,8.072,7.935,7.798,7.663,7.533,7.414,..,..
Ghana,GHA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.385,32.127,31.834,31.5,31.125,30.714,30.28,29.839,..,..
Ghana,GHA,Age dependency ratio (% of working-age population),SP.POP.DPND,72.7845806844927,72.2877417310203,71.7731151305344,71.2347603002878,70.663340051341,70.0550413966088,69.6450562685164,69.1184172151994,68.5344727529092,..
Gibraltar,GIB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,27660,24930,23500,22540,22180,20320,18890,18340,19600,..
Greece,GRC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,26917.7589787254,24495.7111345202,22830.5267787719,22251.2572924131,22565.6804825426,22615.3945872492,22666.2862405708,23052.9862375429,23558.0839708871,..
Greece,GRC,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.8,10,10.6,10.2,10.4,11.2,11,11.6,..,..
Greece,GRC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.3,9.6,9.1,8.6,8.5,8.5,8.6,8.2,..,..
Greece,GRC,Age dependency ratio (% of working-age population),SP.POP.DPND,51.991352297526,52.5494605428365,53.1024032964183,53.6547619798312,54.2089432132799,54.7528925486277,55.0032630461071,55.2895315704161,55.5851549068708,..
Greenland,GRL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,43988.3324931946,43781.4625641366,44454.3735497748,44131.2517597431,46362.5906665085,45335.6130300796,47974.0731748846,48460.7514117986,..,..
Greenland,GRL,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9,8.4,8,7.9,8.2,8.4,8.7,8.9,..,..
