Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Albania,ALB,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,7.07,..,..,11.63,..,..,..,..,..
Albania,ALB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.8,3,2.6,2.9,2.9,..,..,..,..,..
Albania,ALB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,206.94482008,203.20858851,246.80376019,246.74254556,277.6689966,313.26289683,264.43460271,271.54304258,..,..
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.09043094,5.00999686,5.60327041,5.84830141,6.34386087,6.91679461,6.81974032,6.69789475,..,..
Algeria,DZA,Age dependency ratio (% of working-age population),SP.POP.DPND,48.669972755107,48.6745355689317,49.2130947282274,49.7782226763803,50.4972171724543,51.5091894345198,52.8377883037925,54.1840138271847,55.8040014735226,57.508032444058
Algeria,DZA,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,1.207,..,..,..,..,..,1.83,..,..
Algeria,DZA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,1.947,..,..,..,..,..,2.24,..,..
Algeria,DZA,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,12.12,..,..,..,..,..
Algeria,DZA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,1.9,..,..,..
Algeria,DZA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,207.34602105,228.39954356,286.15198581,333.9366346,330.22364637,357.89856619,290.50324012,260.41257932,..,..
Algeria,DZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.35939829,5.11716993,5.26748086,6.00050994,6.03576267,6.54721401,6.98289165,6.648475,..,..
American Samoa,ASM,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,5178,..,..,..,..
Andorra,AND,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.112,4,..,..,..,..,3.3333,..,..,..
Andorra,AND,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,3.639,4.765,..,..,..,..,4.0128,..,..,..
Andorra,AND,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,60.27,..,..,..,..
Andorra,AND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.5,..,..,..,..,..,..,..,..,..
Andorra,AND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3911.89596278,3754.73134583,4013.91183436,3857.1611156,4107.73398353,4346.25874674,3698.11757428,3834.73058142,..,..
Andorra,AND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.02673648,9.44967141,9.76589433,10.0469414,10.11211363,10.27647843,10.26117376,10.36772767,..,..
Angola,AGO,Age dependency ratio (% of working-age population),SP.POP.DPND,97.7668193687844,97.6377143213992,97.9882992271964,98.1454472706984,98.1304781263351,97.9422055741664,97.5692386262848,97.2945881228216,96.8202278267608,96.1757404434103
Angola,AGO,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.1311,..,..,..,..,..,..,..,0.2149,..
Angola,AGO,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,1.3123,..,..,..,..,..,..,..,..,..
Angola,AGO,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,119.80861387,96.64370053,122.11780882,122.24294345,143.70320352,131.75187476,108.68066949,95.22079857,..,..
Angola,AGO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.5786773,2.73668404,2.84060264,2.69289044,2.9909286,2.79871941,2.9504308,2.87782524,..,..
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),SP.POP.DPND,47.2067607928319,46.408316008316,46.0124004122564,45.5158538548205,45.0194910151174,44.6213458744121,44.3652410047522,44.4417279158963,44.5235354698007,44.6778458949393
Antigua and Barbuda,ATG,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,2.7647,..
Antigua and Barbuda,ATG,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,3.1176,..
Antigua and Barbuda,ATG,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,14.29,..,..,..,..
Antigua and Barbuda,ATG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.2,2.2,2.1,..,3.9,3.8,..,..,..,..
Antigua and Barbuda,ATG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,593.2349555,663.52612617,680.12942986,644.41809529,655.9971646,749.63864839,644.14005707,623.11462593,..,..
Antigua and Barbuda,ATG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.53530726,5.44945777,5.69953093,5.14781703,5.37923378,5.79066573,4.71598097,4.30900835,..,..
Arab World,ARB,Age dependency ratio (% of working-age population),SP.POP.DPND,63.9138304126377,63.2016235695226,62.5723283211832,62.0893293511709,61.7307649414423,61.4465296616198,61.195307253378,61.2836152501165,61.2539516163519,61.1654736187925
Arab World,ARB,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,1.09730257439853,..,..,..
Arab World,ARB,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,2.09223475000979,..,..,..
Arab World,ARB,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,21.0771888417197,..,..,..,..
Arab World,ARB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.52885375764916,1.52952286081567,1.16022306555643,1.15838267090974,1.15189919300725,1.62452358185493,..,..,..,..
Arab World,ARB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,243.813368618176,248.849933874157,283.700733700505,305.844503473237,338.855585064889,366.917830116847,344.574985131653,339.580122579259,..,..
Arab World,ARB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.45518686245029,3.98656070875291,3.94526877455475,4.01204963842291,4.2323610100443,4.56717969795599,5.0260645679666,4.89162786030618,..,..
Argentina,ARG,Age dependency ratio (% of working-age population),SP.POP.DPND,57.1799784824247,56.815969153871,56.5417481310706,56.3791879629017,56.292266803898,56.2122404103433,56.103604348639,56.1022705830781,56.0463554436976,55.9544729116194
Argentina,ARG,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,3.21,..,..,3.9066,..,..,..,3.96,..
Argentina,ARG,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,4.2119,..,..,..,2.58,..
Argentina,ARG,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,10.47,..,..,..,..
Argentina,ARG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,4.5,4.5,4.7,4.9,5,..,..,..,..
Argentina,ARG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,742.70240609,890.96483114,1068.38035659,1161.00206098,1207.89808581,1086.72728396,1298.68316327,955.2009489,..,..
Argentina,ARG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.0087642,8.61198493,8.39473866,8.40588238,8.37804641,8.23722377,8.74331517,7.54838404,..,..
Armenia,ARM,Age dependency ratio (% of working-age population),SP.POP.DPND,44.5110323753444,43.7908192969174,43.4816830705323,43.5139006857171,43.839385085219,44.3148939417439,44.838175789912,45.4311576705425,46.0942674249178,46.8153268581115
Armenia,ARM,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,4198,..,..,..
Armenia,ARM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.677,2.8419,2.8686,2.8991,2.9072,2.899,..,..,..,..
Armenia,ARM,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,5.01,5.6949,5.7578,5.7434,5.6513,5.6094,..,..,..,..
Armenia,ARM,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,73.65,98.95,..,..,..
Armenia,ARM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.7,3.7,3.7,4,4.1,..,4.2,..,..,..
Armenia,ARM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,140.38217449,169.42145503,133.22313771,247.31892636,317.85873812,406.59374912,366.04924783,358.84174796,..,..
Armenia,ARM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.68904566,5.26418115,3.77725969,6.71185884,8.26983964,10.17829917,10.11762751,9.92732109,..,..
Aruba,ABW,Age dependency ratio (% of working-age population),SP.POP.DPND,44.5928227346578,45.2684069898695,45.1682196457785,44.9549842409509,44.6992649946698,44.5481390684199,44.5927219312103,44.6390643532949,45.0403325716488,45.6736261165169
Aruba,ABW,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Age dependency ratio (% of working-age population),SP.POP.DPND,47.7726602231758,47.9484543670001,48.5137538612537,49.0671933560653,49.6405779919198,50.2597000603197,50.9250562135116,51.7299323519365,52.5996705957282,53.4850925076098
Australia,AUS,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,28907,10156,..,..
Australia,AUS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.8888,3.3481,3.2963,3.2976,3.3882,3.462,3.5213,3.5874,..,..
Australia,AUS,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,9.2599,10.4179,10.3775,10.1797,12.3747,12.3747,12.4667,12.6612,..,..
Australia,AUS,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,49.33,..,..,72.58,63.9,..,..
Australia,AUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.8,3.9,3.8,..,..,3.8,..,..,..,..
Australia,AUS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3997.50968878,4952.77614737,5876.87848292,6047.020069,5838.38989381,5637.55972074,4887.79482949,5002.35827732,..,..
Australia,AUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.57721647,8.44516726,8.55670577,8.68936294,8.77363922,9.05467885,9.33006717,9.25209201,..,..
Austria,AUT,Age dependency ratio (% of working-age population),SP.POP.DPND,48.0158430961523,48.1811872667783,48.3132363176456,48.4584344997342,48.6484193417367,48.8842940580987,49.1656923872968,49.4317119622618,49.6725857002038,49.9239537862711
Austria,AUT,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,13795,..,..,..,..
Austria,AUT,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,4.7688,4.8031,4.845,4.9316,4.9954,5.0701,5.1441,..,..
Austria,AUT,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,7.812,7.8708,8.0608,8.0975,8.2479,8.1758,8.1778,..,..
Austria,AUT,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,141.15,..,..,..,..
Austria,AUT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.7,7.7,7.7,7.7,7.6,..,..,..,..,..
Austria,AUT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4909.23325276,4796.11358919,5161.05829518,4966.37668706,5233.85370976,5386.42480252,4603.02587996,4688.28020378,..,..
Austria,AUT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.22582486,10.22101873,10.0261327,10.1991558,10.28574895,10.37068975,10.34288459,10.43762567,..,..
Azerbaijan,AZE,Age dependency ratio (% of working-age population),SP.POP.DPND,41.491271489184,40.3186110609598,39.7110004866158,39.4582574903921,39.5168026701505,39.7541900260159,40.0764593805005,40.7912482081523,41.3974219952754,41.9743769302695
Azerbaijan,AZE,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,1842,..,..,..
Azerbaijan,AZE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.782,3.6629,3.4375,3.4901,3.4558,3.4466,..,..,..,..
Azerbaijan,AZE,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,8.344,8.0506,7.5969,7.3933,7.2167,6.9621,..,..,..,..
Azerbaijan,AZE,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,62.93,..,67.63,..,..,..,..
Azerbaijan,AZE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.5,5.1,4.6,4.6,4.7,..,..,..,..,..
Azerbaijan,AZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,267.38397634,287.67622904,333.86759517,374.45440528,405.62394061,440.32807744,377.42764119,268.15586521,..,..
Azerbaijan,AZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.38740152,4.91139611,4.63010097,4.97886665,5.13332142,5.56193369,6.83903754,6.89059972,..,..
"Bahamas, The",BHS,Age dependency ratio (% of working-age population),SP.POP.DPND,49.8793176624924,49.2481708855437,48.4364873288392,47.4046955894217,46.2570157303729,45.1709307973115,44.26329363779,43.3239789146346,42.7236225241325,42.3335707774017
"Bahamas, The",BHS,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,2.264,..,..,..,..,..,1.9373,..
"Bahamas, The",BHS,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,3.9771,..,..,..,..,..,3.1386,..
"Bahamas, The",BHS,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.2,3.1,2.9,2.9,2.9,..,..,..,..,..
"Bahamas, The",BHS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1645.73798949,1657.28095069,1661.35614674,1741.75288075,1696.53271127,1687.73500729,1739.74635377,1835.22820219,..,..
"Bahamas, The",BHS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.85053096,5.92313788,6.04766634,6.04477612,5.99419313,5.94798967,5.98754448,6.37542177,..,..
Bahrain,BHR,Age dependency ratio (% of working-age population),SP.POP.DPND,30.0898934868113,28.8515755206305,29.0296561533717,29.2106374836616,29.4758264609277,29.819244622666,30.1641745869543,29.4204093043859,28.5575507471715,27.6823885939756
Bahrain,BHR,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,3899,..,..,..,..,..,..
Bahrain,BHR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.9696,0.9493,0.945,0.9568,0.9533,0.957,0.9257,..,..,..
Bahrain,BHR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2.5232,2.4595,2.4971,2.4796,2.5034,2.4918,2.4944,..,..,..
Bahrain,BHR,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,24.44,..,..,..,..,..,..
Bahrain,BHR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.8,1.8,1.7,2.1,2.1,2,..,..,..,..
Bahrain,BHR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,785.29140224,796.31714151,805.24039133,971.16563145,1066.36641049,1100.99147344,1128.75585372,1099.36229078,..,..
Bahrain,BHR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.05684638,3.84291477,3.57691312,4.10642622,4.31073968,4.40681854,4.97506622,4.86947429,..,..
Bangladesh,BGD,Age dependency ratio (% of working-age population),SP.POP.DPND,59.1662287066948,58.1246800817294,56.950387836494,55.8269893872859,54.7188127373883,53.5786673377526,52.3958676972212,51.2600198099111,50.0916973486189,48.9522984985764
Bangladesh,BGD,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,161,..,..,..,..,..,..,..
Bangladesh,BGD,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.3438,0.3526,0.3724,0.3879,0.4089,0.4737,0.4709,0.4822,0.5268,..
Bangladesh,BGD,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,0.393,0.476,..,..,..,..,..,..
Bangladesh,BGD,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,0.1662,0.1775,0.1874,0.2005,0.1937,0.2481,0.2665,0.2559,0.3067,..
Bangladesh,BGD,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,2.93,3.02,..,..,..,..
Bangladesh,BGD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,0.6,..,..,0.6,0.8,..,..,..
Bangladesh,BGD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,17.38355544,20.17736083,22.15706873,22.74784885,25.85965612,28.834133,31.84148833,34.21796766,..,..
Bangladesh,BGD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.40338224,2.49591565,2.56593651,2.57301204,2.503348,2.49601074,2.46311455,2.36505997,..,..
Barbados,BRB,Age dependency ratio (% of working-age population),SP.POP.DPND,48.9766283321851,49.240128011849,49.0998277106593,49.0600338366802,49.0817942505952,49.1245981633315,49.1827792824352,49.2399517495992,49.3675311798779,49.5788803540119
Barbados,BRB,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,1.811,..,..,..,..,..,..,2.4886,..
Barbados,BRB,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,4.856,..,..,..,..,..,..,6.0273,..
Barbados,BRB,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,..,17.31,..,..,..,..
Barbados,BRB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.8,6.6,..,6.2,6.2,5.8,..,..,..,..
Barbados,BRB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1146.35148578,1097.62388255,1145.17313832,1273.41655273,1258.09198213,1177.76114027,1158.43513247,1163.84456087,..,..
Barbados,BRB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.14868432,6.773987,6.88898548,7.74125648,7.60749803,7.14459683,7.01271476,6.96244846,..,..
Belarus,BLR,Age dependency ratio (% of working-age population),SP.POP.DPND,40.8148027018388,40.5676243588014,40.8898790016915,41.4727646257625,42.2618957267765,43.1486567277834,44.0639238558713,44.7804264085623,45.5244210861446,46.4366703836546
Belarus,BLR,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,8741,..,..,..,..
Belarus,BLR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.702,3.5179,3.7953,3.8809,3.9331,4.0772,..,..,..,..
Belarus,BLR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,9.1006,11.0705,11.062,11.3717,11.305,11.4383,..,..,..,..
Belarus,BLR,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,..,..,..,..,121.32,124.24,..,..,..,..
Belarus,BLR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,11.1,11.5,11.3,11.3,11,..,..,..,..,..
Belarus,BLR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,289.08926712,341.77470816,317.96707386,363.87216206,453.82675671,447.70035365,360.9772219,317.99419058,..,..
Belarus,BLR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.39064959,5.65694316,4.87452739,5.24690672,5.69563084,5.38792165,6.06528028,6.31679395,..,..
Belgium,BEL,Age dependency ratio (% of working-age population),SP.POP.DPND,51.9425622544117,52.0144279661342,52.3287119230453,52.7442633911964,53.236903384491,53.7373881178284,54.193605740924,54.7713516344904,55.3290794008081,55.8704697088111
Belgium,BEL,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,20712,..,..,..,..,..
Belgium,BEL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,2.9085,2.9222,2.9397,2.9592,2.9729,3.0138,3.3234,..,..
Belgium,BEL,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,14.1082,10.5851,10.257,10.6277,10.9106,11.0149,10.8193,11.1011,..,..
